1000, 0.155222, 0.164297, 0.100006, 0.046153, 0.017759, 0.005918, 0.001738, 0.000454, 0.000106, 0.000023, 0.000004, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000
10000, 0.161059, 0.165306, 0.098209, 0.044498, 0.016892, 0.005575, 0.001626, 0.000423, 0.000099, 0.000021, 0.000004, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000
100000, 0.164577, 0.165923, 0.097137, 0.043506, 0.016373, 0.005369, 0.001558, 0.000404, 0.000094, 0.000020, 0.000004, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000
1000000, 0.166923, 0.166336, 0.096423, 0.042846, 0.016027, 0.005232, 0.001513, 0.000391, 0.000091, 0.000019, 0.000004, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000
10000000, 0.168599, 0.166631, 0.095912, 0.042373, 0.015779, 0.005133, 0.001481, 0.000382, 0.000089, 0.000019, 0.000004, 0.000001, 0.000000, 0.000000, 0.000000, 0.000000
